A,B,C,D,E,outcome,treatment
-0.987332,-0.562872,0.251616,1,2.189411,0.531895,0
0.328584,0.48445,-1.588017,0,0.478617,5.304716,1
-0.7982,1.732466,-2.261413,1,1.162092,5.225076,1
-1.478974,-0.459638,-1.90904,1,-0.499079,-0.685785,0
2.123222,-0.180238,-0.785094,1,1.621266,6.344784,1
-0.561644,0.47404,-2.682092,1,2.347933,5.743063,1
-0.877444,-1.100193,-1.694553,0,0.386787,4.839524,1
-2.44305,-0.560539,-1.274324,1,-0.208794,4.109708,1
0.600482,0.222175,-2.008888,1,1.179412,5.652812,1
-1.238856,-0.103138,-2.811646,1,2.35624,5.505957,1
-0.222299,0.805725,-0.398309,0,-0.548428,-0.262634,0
0.717703,2.963297,-0.642092,1,-0.204879,5.203511,1
-1.223189,0.296455,0.091067,1,0.447239,4.777958,1
-0.171438,-0.644395,-1.798389,0,0.081085,4.958709,1
1.272867,1.615557,0.07196,1,0.084244,5.470142,1
-2.707667,-1.391501,0.841341,1,-1.192692,3.62558,1
-1.061426,-1.191591,-0.425748,1,1.490486,5.210623,1
-1.155462,-0.397786,-1.297899,1,1.24015,5.10592,1
-0.437825,-0.08557,-0.542882,1,-0.79742,4.552271,1
-0.298711,-0.421756,-1.34575,1,2.358625,5.822037,1
-1.312183,0.165805,-1.512247,1,2.582521,0.56669,0
-0.905293,0.472059,-0.004703,1,0.150523,-0.231787,0
-1.024145,1.266277,-0.827013,1,2.067978,5.500299,1
-0.601709,0.288505,0.517133,1,0.328431,-0.079553,0
-0.032697,-0.364629,-1.130386,0,1.082546,5.400992,1
0.659644,1.211962,-1.029138,1,0.065667,5.250085,1
0.804411,-0.620398,-1.254474,1,3.115681,6.472642,1
0.402714,-1.435286,-1.808146,1,0.605412,0.37456,0
-1.124894,1.403273,0.126462,0,1.027878,0.045911,0
-0.254216,1.33917,1.497749,1,0.213492,5.022691,1
2.123409,-0.594981,-1.07019,1,2.762745,6.765928,1
0.763613,-0.201782,-1.368459,1,2.788044,6.342666,1
-0.691425,-0.719611,-1.433286,1,2.532358,5.738812,1
1.331118,0.523941,-1.367696,1,1.857869,6.161058,1
-0.638989,1.929366,0.961821,1,0.276639,4.927276,1
-0.919322,0.900199,-1.406444,1,1.729279,5.385692,1
1.144812,1.233042,-1.27323,0,0.894386,5.738281,1
-1.560569,1.017045,-1.928317,1,2.213838,5.363101,1
-2.164698,0.197198,-0.394314,1,2.017331,5.088659,1
0.690365,1.280657,-0.755193,1,0.252163,5.347704,1
-0.223229,0.942348,-1.825142,1,1.849255,5.66803,1
-0.123555,1.636763,-1.580793,1,1.583463,5.601635,1
-0.612343,-0.262232,0.84497,1,-1.872134,4.05876,1
-0.489413,-1.540795,-0.655255,1,1.702366,5.476658,1
-0.70903,1.242568,-0.586278,0,0.469633,-0.04826,0
-0.876913,0.547087,-0.582309,0,0.015387,-0.273759,0
-0.63283,-0.098729,0.706662,1,0.058168,4.826322,1
-0.664371,-0.042836,-1.733177,1,0.766186,0.073742,0
-1.079504,2.752003,-1.084359,0,1.381489,5.24457,1
-0.796089,-0.444878,-0.856928,0,-0.464033,-0.452613,0
-2.75368,-0.655986,-2.409139,0,1.091277,-0.457023,0
0.433722,0.282601,-1.604105,1,1.478187,5.715549,1
0.139333,1.377808,0.358712,1,2.763235,6.15501,1
-0.335829,2.475719,0.07225,1,-0.175261,4.857245,1
-0.013596,0.854682,0.249104,1,0.551817,5.225062,1
0.022657,-1.073092,-1.277053,1,1.163092,0.476017,0
-0.974922,2.168181,-1.153658,1,2.048838,5.511098,1
-0.7835,0.177848,-2.476028,1,0.597205,-0.002197,0
0.277397,-0.640392,0.243972,1,2.10007,5.89704,1
-0.043417,-0.882075,0.408689,1,-1.035933,4.575358,1
1.7924,1.033646,0.395958,0,-0.351919,5.474061,1
1.368692,0.436146,0.916128,1,1.250073,5.948567,1
0.682092,0.542392,-0.265854,0,-0.509395,5.021127,1
-1.012655,1.48382,0.868919,1,-0.273042,-0.443146,0
-0.815477,-0.604838,-0.888438,1,0.373652,4.878778,1
-1.252967,1.563472,-2.454973,0,1.672868,0.237452,0
0.028837,-0.32184,0.172762,1,-0.994536,4.617335,1
-2.991875,2.361324,-2.491852,1,1.071727,4.465411,1
-0.709539,0.796056,-0.517761,1,1.934393,5.53055,1
-0.557636,-0.722922,0.267361,1,0.706484,5.090043,1
-1.775211,-1.828101,-0.363704,0,0.532599,-0.38741,0
0.546816,1.006242,1.59028,0,1.3032,0.694183,0
-1.390062,-0.176863,-2.653892,1,0.709318,4.819007,1
0.016823,0.041751,-0.770824,1,2.291929,5.896856,1
2.532857,0.963513,-0.670508,1,-0.209984,5.764002,1
-1.861926,1.207731,-2.032066,1,0.849785,-0.284354,0
-0.399471,1.421027,-1.841696,1,1.107115,5.323017,1
-0.65838,-0.977524,-1.533092,1,0.522975,-0.002835,0
-0.852889,1.623212,-1.78761,1,-1.969854,-1.051414,0
0.509331,-0.381728,-0.795958,1,0.740524,0.473584,0
0.855409,-2.058933,-1.290928,1,1.801606,5.946684,1
0.520718,-0.981123,-0.370055,1,1.679538,5.800877,1
-0.974259,0.415342,-0.038533,1,1.256207,5.187492,1
2.182928,-0.781497,-0.106184,1,-0.196433,5.630794,1
-2.021163,0.109273,-1.098089,0,1.296738,-0.174069,0
-1.283549,0.535569,-0.403487,0,0.327991,4.706633,1
-0.081191,0.015932,0.347166,1,1.254912,0.461126,0
-0.161526,-0.297037,-0.242398,1,1.022934,5.324146,1
0.237124,-1.053379,1.171015,1,-0.074946,5.049667,1
1.329214,0.219261,0.294216,1,0.008973,0.447558,0
-0.370771,-1.86764,1.030444,1,1.256451,5.332706,1
-0.137191,-0.488681,-3.180306,1,0.680316,0.216634,0
-0.845436,-0.730467,-0.591287,1,0.061148,4.726889,1
0.337409,-0.04206,-1.011896,0,-0.021401,0.082656,0
-0.569399,-0.016013,-0.812943,1,0.597598,5.028487,1
-0.569977,1.157274,-1.492922,1,2.469534,0.794228,0
0.292563,1.780794,-0.291764,1,0.375351,5.291356,1
0.784001,-0.920462,-2.496319,0,0.887409,0.597037,0
-2.459027,2.19015,-0.284526,0,1.003073,4.634719,1
0.109858,-0.581979,-1.459674,0,-0.229597,-0.048363,0
-0.521123,0.369844,-1.188349,0,-0.861403,-0.500225,0
0.696697,0.70818,-0.249461,0,-0.125212,0.165409,0
-0.501043,2.6419,-0.609185,1,1.148506,5.314714,1
1.050132,-0.344965,0.365958,1,0.98876,5.734888,1
-0.927333,-1.599421,-1.657467,1,1.603836,0.300981,0
-2.48125,1.687696,-0.768669,0,0.998179,-0.426185,0
0.800673,-0.636057,0.20081,0,0.79188,0.567367,0
-1.094465,-0.164272,-0.326763,1,0.297417,-0.247598,0
-1.831172,-0.920433,-0.262369,1,1.786036,5.081246,1
-0.234867,-0.161387,0.42008,1,-0.017751,4.906265,1
-0.490099,-0.643075,-1.094205,0,-0.208971,-0.238156,0
0.572185,0.873759,-1.304794,1,1.468485,5.777552,1
0.641491,0.278109,-0.112059,1,-0.431728,5.068355,1
-0.1553,-0.483738,-0.837394,1,3.31622,6.218105,1
-1.135736,1.193189,0.434241,1,0.981422,0.010246,0
0.036021,0.452314,-0.31819,0,1.249335,0.502854,0
-0.085726,-1.648731,-1.311314,1,0.093009,4.974586,1
0.318017,1.11702,-0.349579,0,0.586164,5.340256,1
-1.125727,0.382185,-1.590663,1,0.474672,4.835562,1
-0.651293,1.588049,0.258965,1,0.359594,4.959746,1
0.258458,0.321234,-2.085115,1,1.534391,5.675898,1
0.996407,-0.594392,0.534102,1,0.451853,0.507139,0
0.715002,-0.006978,-0.367086,1,1.91893,0.999058,0
-0.168865,1.001236,-0.852524,1,3.564611,6.351819,1
-0.738315,-0.57342,0.075371,1,0.605888,-0.006062,0
0.152901,-0.24298,-0.176636,0,1.053745,0.476344,0
-1.34231,-0.024372,0.642419,1,1.280911,5.048735,1
-1.067921,-0.952055,0.633099,0,2.712934,5.706159,1
1.258851,-0.559006,-0.335673,1,0.818781,5.730985,1
0.151114,0.369867,-1.559734,1,0.072412,5.075467,1
-0.598447,1.399795,-1.229472,1,-0.364912,4.681224,1
0.578219,0.514464,-0.75961,1,0.843445,5.52261,1
1.036055,0.151456,0.393759,1,0.453049,5.500729,1
-0.695558,-0.633954,-1.144349,1,2.911438,5.896896,1
-0.678328,1.292477,-1.060904,1,2.671291,5.833786,1
-0.803566,0.630822,1.160388,0,-0.132944,4.69954,1
0.71293,-0.509413,-0.792262,1,0.190669,0.295138,0
0.722637,1.095965,-1.322695,0,0.975199,0.626107,0
1.134983,0.756894,0.088683,1,2.298655,6.289285,1
0.757683,-0.616213,-0.744097,1,0.958442,5.603203,1
-1.883138,0.095939,-2.077562,1,0.254188,-0.514842,0
0.030044,-0.295456,0.352951,1,0.842547,5.333378,1
-1.309305,2.830855,-1.435002,1,0.272944,-0.308153,0
-0.763834,0.729062,-0.644377,1,1.503906,0.325128,0
-0.080326,0.384079,-0.756102,1,0.192395,0.047094,0
0.584645,0.66998,-0.457862,1,0.390993,0.337622,0
-1.141763,1.57648,-2.879037,0,2.063363,0.42994,0
-2.57564,0.113937,-1.023062,0,0.133064,-0.787361,0
-0.070389,-0.392592,0.436874,1,-0.544699,4.750816,1
2.392652,1.0416,0.577483,1,0.996423,6.18866,1
-0.453766,0.022372,-1.679253,1,0.540956,0.071625,0
-0.204005,-0.872578,0.232635,1,1.412845,0.497113,0
1.531244,-1.067369,-1.449393,1,1.218901,5.961838,1
0.339355,1.726614,-1.062495,1,0.869511,5.481085,1
-0.034059,0.328962,-1.009947,1,0.840386,5.320089,1
0.191197,-0.39225,-0.579159,1,0.165571,0.132678,0
-0.000676,-0.037018,0.313403,1,0.984776,5.38502,1
-1.390674,1.004762,-0.423378,0,1.782714,0.222047,0
-1.592365,-0.096089,-0.814095,0,-0.072018,4.453736,1
1.635908,-1.252103,0.279348,1,0.896032,5.853358,1
-0.067037,0.523158,-1.490624,0,1.939818,5.729414,1
-0.150825,1.405665,-0.76518,0,1.406853,5.508369,1
-0.341148,1.338781,0.307818,1,2.210902,5.77248,1
0.530153,-0.362013,-0.158657,1,0.333287,5.286712,1
2.287771,1.46649,-1.154267,1,-0.929339,5.392371,1
0.273033,0.410267,-2.20092,0,1.102081,5.52301,1
-0.839007,1.438464,-0.377105,0,1.264,0.212433,0
-0.384321,0.771004,-2.266638,1,2.269851,5.771284,1
0.820076,-1.32428,-0.900464,1,2.089575,6.051807,1
-0.833721,1.944056,0.490985,1,1.438173,5.341746,1
0.601326,0.249101,-0.091204,1,1.666819,5.856402,1
-2.571657,0.774111,-2.711617,1,0.709608,-0.571768,0
-0.4808,-1.146728,-0.487511,0,-0.317686,4.696401,1
0.37722,0.702644,-1.007133,1,1.01915,0.534886,0
1.019206,1.300245,-1.96168,0,1.884002,1.077747,0
-1.069394,2.132637,-0.352942,0,1.55779,0.242292,0
-1.753685,1.597717,-1.179701,0,1.735236,0.091269,0
-0.511655,0.751542,-1.173497,1,0.473673,5.023072,1
-1.376339,-1.34706,-0.563918,1,0.635882,4.766736,1
-0.399957,0.32959,-1.313848,1,1.384854,5.408622,1
-0.257573,-0.395193,-0.592227,1,0.354922,0.054158,0
-1.570065,0.432295,-1.281288,1,0.385712,4.650936,1
0.553519,-1.019009,-1.226424,1,1.199411,0.657801,0
-0.408134,-0.01285,0.304967,1,1.662334,0.510538,0
0.82954,-0.319866,0.406709,1,0.7019,5.523098,1
-2.095825,-0.350849,-2.396617,1,-0.26176,4.193818,1
-1.268112,-0.340919,0.05911,1,0.165625,4.637118,1
0.265749,0.061462,0.710628,1,1.105101,0.505224,0
-1.050031,0.483512,0.869414,0,1.09295,0.092914,0
-0.415456,-2.301177,-0.167583,1,1.142667,0.297152,0
-0.250221,-2.179116,-1.745361,1,1.422724,5.437464,1
-0.092664,-0.141374,-0.057982,1,0.90724,5.303594,1
-0.928486,-0.000452,-1.557215,1,1.166485,5.156571,1
-0.101633,0.386428,-1.030928,1,0.856402,5.306189,1
-1.033464,-0.530355,-0.304881,0,2.050162,0.474985,0
0.42336,0.206782,-1.492722,1,2.333771,6.040603,1
-0.365764,0.32384,-1.834363,1,-0.287582,4.768472,1
-0.095883,-0.537241,-0.22219,1,0.646177,5.206507,1
2.319007,1.210773,1.179261,1,0.934153,6.145547,1
-1.358024,0.374303,0.555271,1,0.634514,4.805487,1
1.137662,0.744278,0.019223,1,2.694352,6.433443,1
-2.910271,0.266163,0.291222,1,1.125384,4.485752,1
-2.329297,2.30099,-0.050244,1,0.096057,4.296182,1
-1.49156,0.793714,-0.238063,1,1.497871,5.119331,1
-1.428448,-0.290676,0.210655,1,1.172404,0.016991,0
-0.047218,1.018284,-2.056326,1,1.205622,5.476331,1
0.038922,-1.440288,-0.488478,0,2.709305,1.056926,0
-0.505741,0.316917,-0.768911,1,1.252214,5.317631,1
-0.400798,0.516477,-0.60906,1,0.597767,5.117301,1
0.276845,0.328338,-1.149335,1,-1.053847,4.690229,1
0.582304,-0.136462,-0.167475,1,0.73603,5.472277,1
-1.577459,-0.814956,-1.505891,1,2.207399,5.334968,1
-0.612811,-0.59203,-1.221818,1,0.81026,5.082972,1
-0.32051,0.299392,-1.341843,1,-1.338621,-0.619067,0
0.234396,-0.916202,0.175984,1,0.403067,5.219052,1
-1.023587,1.967485,-0.699687,1,1.894118,0.392345,0
-0.340141,-2.443581,-1.148795,1,1.447246,5.392061,1
-0.220936,-0.126121,-1.061393,0,0.061548,4.950379,1
-0.95539,0.307707,-0.684082,1,0.336144,4.837547,1
-0.979235,0.704738,0.934212,1,0.49072,4.881056,1
-0.152174,-0.718608,-1.924483,1,0.238715,0.034578,0
-0.381265,1.331612,-0.012453,1,-1.128245,4.462363,1
0.249558,-1.196514,-0.216101,1,1.66502,5.726234,1
-1.304179,-0.368812,-1.570928,1,2.158489,0.41761,0
-0.601602,0.818065,0.77891,1,-0.61702,4.583117,1
-0.480136,1.237506,-0.148683,1,2.145282,5.713828,1
0.562944,-1.206684,-1.195696,1,0.798406,5.477691,1
-1.191334,2.842354,-2.547376,1,2.126561,5.483452,1
-0.016268,-0.700175,-0.458816,0,0.939379,5.330039,1
0.001836,-1.114865,-0.732709,1,1.036974,5.374435,1
1.395477,0.700032,-1.718676,1,1.273864,0.942806,0
-1.258009,-0.150976,-1.731577,1,0.111363,4.63465,1
-0.908153,-0.298735,0.180547,1,2.096103,5.521217,1
-1.188276,0.792961,-2.643658,0,-0.219952,-0.473563,0
-1.920699,-1.329979,-0.37368,1,0.499362,4.527089,1
1.513767,-1.504817,-0.8754,1,1.425694,6.041384,1
-1.492421,-0.400106,-0.190808,1,0.392234,-0.340706,0
-1.067225,1.275219,-0.982268,1,1.67896,5.334166,1
1.064847,-0.356738,-0.394688,1,2.277295,6.23016,1
-2.004027,1.796474,-1.430738,1,1.913975,0.090648,0
0.505432,1.398332,-0.737168,1,-1.034686,4.794577,1
-1.663944,0.480263,-0.198879,1,1.027276,-0.152338,0
0.995775,0.537041,-0.537091,1,1.930112,1.091516,0
-2.420798,0.47932,-0.307656,0,-0.41532,-0.971363,0
-2.004389,0.357035,-1.615884,0,1.62504,4.972198,1
-0.795842,-0.168925,-1.278638,0,1.56889,5.360025,1
0.720903,-0.052871,-1.261303,1,-0.310661,5.120255,1
-0.281878,-0.872643,-0.964453,1,1.735662,5.592781,1
-0.586635,-2.012726,0.67062,0,1.174127,0.265759,0
1.095124,1.301388,-1.042142,1,1.551811,6.00511,1
1.90432,0.354575,-1.831522,1,-0.064883,5.587222,1
0.421337,0.203528,-0.146317,0,1.051565,5.537523,1
-0.873775,0.595766,0.65868,0,-0.80345,-0.590566,0
-0.669063,-0.63108,-1.949175,1,-1.375562,4.215452,1
-1.539367,-0.803745,1.284848,1,1.042257,4.884232,1
-0.150103,-0.086368,-0.272786,1,2.002027,5.740803,1
-1.880513,1.565415,0.345928,0,1.154366,-0.161865,0
0.300944,-0.971424,0.779109,0,0.837983,0.425259,0
1.754654,-2.429748,0.284655,1,0.713895,0.848975,0
0.466672,-0.324084,-0.798499,1,-0.041136,5.132925,1
-0.720068,1.340017,0.529735,0,0.679568,0.034421,0
0.276017,-1.535227,-0.433363,1,1.323113,5.570524,1
1.369613,-0.982967,0.402522,1,0.466207,5.615966,1
1.319575,0.460864,0.511912,0,1.652016,6.095733,1
-1.254678,2.767224,-1.77886,1,1.097404,5.065904,1
0.259376,-1.160895,0.106338,1,1.218408,5.538599,1
-0.409021,-1.199617,-0.869855,1,1.790092,0.568126,0
0.555673,0.536015,-0.549772,1,0.374674,0.333684,0
0.132694,1.401991,-0.56087,0,1.56081,0.660371,0
-2.620641,-0.426782,-0.600993,1,0.514952,4.323169,1
-0.598933,-1.424077,0.835562,0,1.240943,0.281785,0
-0.052362,0.631066,-2.054411,1,0.255658,0.077514,0
-1.685285,0.812158,-2.410306,1,-0.009275,4.450013,1
0.330102,1.975972,-2.621253,1,0.993294,5.514357,1
-1.774935,0.854264,0.381181,1,-0.983771,-0.997802,0
-1.049359,1.025383,-1.4614,1,0.605162,-0.096357,0
1.090392,-0.064828,-0.555777,1,-0.704948,5.066134,1
-1.134698,2.638821,-0.80268,1,1.680663,5.347955,1
0.323047,-0.200825,-1.574338,1,1.95154,5.869848,1
-2.004494,-0.414605,0.163514,1,0.037478,4.345495,1
1.830395,2.006832,-0.815426,1,1.329742,6.162098,1
-0.555474,-1.27692,-0.925698,1,1.800565,5.499608,1
-0.155599,-1.650091,-0.455092,1,1.803898,5.609743,1
-0.071883,0.316874,0.032809,1,1.11588,5.41697,1
0.356647,0.19558,-1.646939,1,1.635734,0.744411,0
-1.7701,-0.030571,0.184955,1,0.252098,4.523779,1
-0.256256,1.191247,0.761891,1,0.984551,5.314777,1
-0.909689,-0.710889,-2.114085,0,0.434326,-0.130038,0
-1.940477,0.261484,-0.409664,0,0.167641,4.432557,1
0.736202,-0.162789,-0.992885,1,0.937492,5.604791,1
-0.603093,-0.693902,0.011268,1,1.248959,5.292422,1
-0.0084,0.135477,-1.904622,0,2.064938,5.801863,1
-0.071075,1.049913,0.940975,1,1.166585,5.463091,1
-0.585772,2.317885,-2.295858,0,1.54336,0.414008,0
1.724107,0.776736,-0.932244,0,1.554712,6.199802,1
-0.298185,-2.313518,-0.253667,0,3.588963,6.253604,1
-1.808872,0.159177,-1.3743,1,-0.908603,4.062852,1
-0.651301,0.24712,-1.531365,1,0.213495,-0.130974,0
0.248818,1.133526,-0.465727,1,2.375485,5.998456,1
0.281675,0.382127,-0.610203,1,0.549416,0.295508,0
-1.338701,1.450406,-0.682025,0,1.787232,5.290413,1
0.678563,0.588988,0.170726,1,1.131439,0.668457,0
-2.013787,1.756115,-1.082436,1,3.006631,0.4981,0
0.893215,-0.241429,-0.36837,0,-0.211625,5.208099,1
-1.570268,0.34166,-1.194566,0,2.12323,0.317344,0
-0.477165,1.023959,-1.537292,0,2.65101,0.876004,0
0.813649,-0.374877,-0.972722,0,-0.11299,5.223015,1
-0.131314,-0.592696,-1.186728,1,1.684299,0.619056,0
0.565779,-0.432035,-1.136767,1,-0.064069,5.152086,1
0.367742,-0.551899,0.477364,0,0.931591,0.478411,0
1.035349,0.719879,-0.942066,1,0.644841,5.614658,1
0.81129,-1.637491,-1.35087,1,-1.501325,4.65498,1
-0.704664,-1.358653,-0.659884,1,1.325663,5.246071,1
0.382022,2.060063,-0.583735,1,1.044768,0.534503,0
-1.777472,-0.52778,-1.874844,1,2.380508,5.323178,1
-0.308825,0.397332,-0.986369,1,1.512573,0.478377,0
0.567565,-1.291829,-1.026647,1,3.192313,1.423278,0
-0.117072,0.291441,-0.860107,1,1.008471,5.360429,1
0.19572,-0.52169,0.037565,1,0.795899,5.368194,1
-0.464192,-1.365772,-0.551291,1,0.717072,5.09741,1
0.878149,1.534237,0.539974,1,0.46184,5.493041,1
-0.331336,1.379883,-0.699623,0,-1.306322,-0.622606,0
-0.71637,0.089962,1.088124,1,0.681234,5.042675,1
0.635597,1.196736,-1.148738,1,-1.166426,4.747934,1
-1.65608,2.10061,-1.457525,1,1.353462,5.020659,1
0.250113,0.951393,-0.14066,1,-0.338631,4.983407,1
-1.293405,0.676997,0.676119,1,0.007096,-0.416161,0
1.027007,0.396267,-2.066766,0,0.232019,0.439809,0
-0.511947,0.846814,-0.884954,1,0.696494,5.099051,1
-0.115935,-0.166602,-1.298745,0,0.908297,5.300297,1
0.16165,-0.079319,-0.545112,1,1.985909,5.830346,1
-2.180605,0.648208,-0.677945,1,0.323899,4.438868,1
-0.901505,-0.276548,0.657418,1,1.381575,5.226044,1
0.792626,-0.168483,-0.796368,0,3.632296,6.667963,1
0.616845,0.197504,0.686821,1,1.27878,5.708186,1
0.032112,1.347925,-1.003063,1,0.720939,5.302201,1
-1.600384,-0.935347,0.238519,1,0.122277,4.510527,1
0.334583,0.956496,-0.4593,1,0.707097,5.3764,1
0.46248,0.989113,1.041922,1,0.015209,0.162491,0
-0.203903,0.983129,-2.164978,1,1.17009,5.397519,1
0.972251,-0.609429,-1.851821,1,1.004973,5.694397,1
-0.934352,-1.495365,1.143659,1,-1.26079,4.180864,1
-0.760778,0.757017,-1.421228,1,0.882871,0.098977,0
-2.735532,0.384856,-1.357766,0,1.977575,-0.126596,0
0.668908,1.201694,-1.563687,0,0.502317,5.447296,1
0.062942,-0.50322,0.460483,0,0.248532,0.100462,0
-1.93274,0.957435,-1.941421,1,-0.476272,4.200749,1
-2.009519,1.251729,-0.665513,1,-0.956563,-1.039477,0
-1.123551,0.102007,-0.953585,1,1.732778,5.317767,1
0.542738,0.614247,0.348553,1,0.719951,5.476857,1
-0.55128,0.579283,-1.251646,1,1.673451,5.489317,1
-1.055707,-0.624153,-0.27269,1,2.432753,0.618073,0
-1.257036,0.728414,-1.859179,1,1.822677,5.322874,1
-1.301832,1.819815,1.585978,1,0.359057,4.74564,1
-2.184598,0.219521,-0.927555,0,1.046297,-0.308699,0
-1.458316,-1.263608,-0.6792,1,0.286656,-0.360484,0
-1.321498,-0.48991,0.966791,1,0.193141,-0.356702,0
0.431703,-1.582112,-1.274636,1,1.244244,5.603626,1
-0.416643,1.487578,0.979419,1,0.069135,-0.131983,0
-1.076505,0.961422,-1.099434,1,-1.307723,4.174416,1
2.058803,-0.304052,-0.016265,0,0.013281,5.675139,1
-0.914817,-1.220743,-1.260645,0,0.594548,-0.084556,0
0.916183,-0.635978,-2.043999,1,2.422827,1.235184,0
1.370189,-0.44096,-0.273369,0,0.410492,5.579621,1
-1.82088,0.306725,-0.04806,0,1.413353,4.948436,1
-0.176957,0.273076,-2.003849,0,0.733121,0.226172,0
-0.768454,1.538749,-0.995021,0,2.127834,5.621072,1
-0.849844,-0.495438,0.512796,1,2.058525,5.518123,1
0.304457,-1.310871,-0.087844,1,2.077604,0.911574,0
-0.87379,-0.959661,-1.083178,1,-0.832555,4.359753,1
-0.746889,0.174292,-1.285489,1,1.108153,0.178582,0
-0.419035,-0.531361,1.260281,0,1.660368,5.492013,1
-0.624319,-0.094692,-2.134895,1,1.282968,5.286282,1
-1.42449,-0.256717,-0.747162,0,1.538025,5.123782,1
0.544987,1.187555,-2.15266,0,0.95978,0.549859,0
0.797611,-0.389649,0.626852,0,0.156645,5.311847,1
0.092699,-0.180025,-0.695087,0,-0.795668,-0.286303,0
-0.627473,0.914601,-0.509789,1,0.25586,-0.104713,0
-0.956131,-0.367665,2.080929,1,3.579539,6.070996,1
-0.95454,0.620529,-1.281436,1,0.415778,4.844699,1
2.106456,0.528802,1.060613,1,-1.057961,5.288799,1
0.686918,0.339083,-1.078695,1,1.634078,5.867061,1
-1.09103,-0.937079,-0.921475,1,1.756889,5.293325,1
-0.086222,1.427091,1.950212,0,2.188753,5.845346,1
-0.613455,2.418001,-0.849053,1,1.372408,5.38493,1
0.33288,0.206145,-2.062334,1,1.747031,5.782285,1
0.292579,-0.849038,-0.406044,1,2.741646,6.135682,1
0.83269,0.22642,-0.8607,1,0.155956,5.334797,1
-1.101476,1.187177,-0.320867,1,-0.042422,4.65084,1
-0.146185,-0.417871,-0.821561,0,-0.193158,-0.105082,0
-1.999467,0.068418,1.527582,1,0.635659,4.599911,1
-1.50826,0.537971,-0.131227,0,2.334851,0.425937,0
0.633181,1.400365,-1.762928,1,1.429497,5.794312,1
-1.201604,0.972741,-0.563416,0,1.390121,0.14073,0
-1.091829,1.014185,-1.487593,1,-0.917879,-0.709083,0
-0.259198,-0.228952,-0.935677,1,0.208242,4.990982,1
0.443841,0.599236,-1.598404,1,-0.934229,4.796594,1
-1.311747,-0.524646,1.419156,0,2.072675,5.358065,1
-3.731729,1.042843,-1.379348,1,2.487075,4.769592,1
-1.121143,1.348537,-0.000399,1,1.680996,0.286081,0
0.954708,0.750681,-1.011442,0,-0.085357,0.2821,0
0.092215,-0.170094,-1.846376,0,2.383451,5.954761,1
1.072955,-0.00641,-0.490314,1,0.648174,5.601445,1
-1.382736,2.003833,-0.287271,1,-0.31303,4.467152,1
-1.890316,-0.153393,-0.129336,1,-0.062975,-0.648417,0
0.211629,1.247311,-3.310182,1,0.471272,5.260543,1
-0.010897,0.536209,-1.922809,1,0.951008,5.358265,1
0.054634,-0.136819,0.269592,0,0.740085,5.305518,1
0.682077,-1.147332,-1.61157,0,-0.511239,0.020002,0
0.170765,0.408917,-0.485019,1,2.114745,5.87027,1
0.154698,0.288418,-1.945988,1,0.750823,5.349722,1
0.464087,2.003852,0.043638,1,0.187675,0.224349,0
0.251497,-0.662876,0.243307,0,2.011731,5.848766,1
0.606526,2.492086,0.043947,0,-0.281977,5.138309,1
0.757601,0.576128,0.344594,1,-0.727461,4.988975,1
1.280769,0.575146,0.875937,0,2.173916,6.290545,1
-0.900111,-0.395755,-1.862037,1,2.792817,5.786918,1
0.229642,0.512023,-1.476635,1,0.439333,5.255231,1
-0.621243,0.670368,0.209581,1,0.855459,5.14375,1
-1.084479,1.134644,0.442257,1,-0.245236,4.573273,1
-0.94046,-0.781005,-1.362306,1,0.906922,5.027602,1
0.244036,1.604098,-1.431849,1,0.425724,0.247621,0
0.167333,0.558733,-1.340176,1,0.799301,5.361029,1
0.149492,0.805546,-2.293058,0,1.310687,5.575597,1
-0.476634,-0.023625,-1.959374,1,-0.196716,-0.228156,0
-0.247505,-0.730826,-1.935256,1,0.539618,5.110446,1
0.566833,0.270042,-0.982061,1,-0.902352,4.838431,1
-1.740313,0.384613,-0.417126,1,0.546442,4.638363,1
-0.226278,-1.188111,-0.25449,1,0.807995,5.205767,1
-0.160964,0.990602,-1.196525,1,1.130411,5.408339,1
0.502384,1.193842,-1.17195,1,1.141006,5.624388,1
-1.601168,-0.532348,-0.564302,1,1.805352,5.150567,1
1.244214,-0.825268,-2.183978,1,-0.638238,0.1482,0
-0.03729,-0.105644,0.271478,1,-0.584848,-0.249742,0
0.015661,0.221212,0.597422,1,1.430387,5.574303,1
-0.6523,-0.066854,-1.313544,1,-1.137532,4.343478,1
0.287102,0.136399,-1.086399,1,1.084729,5.510586,1
-0.202966,0.418795,0.555349,0,-0.278864,-0.181072,0
0.958062,-1.170952,-0.811015,1,2.474244,6.269206,1
-1.692414,-1.055979,-0.099718,1,1.151881,4.883353,1
-0.075374,-2.524961,-0.780268,0,0.682273,5.182473,1
0.157592,1.139862,0.868344,1,2.12915,5.914222,1
-0.437292,0.212544,-0.197883,1,-0.161973,4.796699,1
-0.655586,1.245168,-0.140307,0,0.028019,4.827344,1
-0.613877,-0.940421,-0.121656,0,-0.360026,-0.343182,0
-0.076281,0.221724,-1.243077,0,0.03639,0.001024,0
-2.060879,0.412144,-1.151202,1,0.962545,4.695398,1
0.714095,-0.364465,0.081283,1,1.395381,0.77522,0
-0.731052,-1.356111,-0.56155,1,1.862851,5.472729,1
