W0,W1,Z0,X0,t,t_bin,y,noise_t,noise_y,noise_y_t0,noise_y_t1,R0
-0.568767,1.530843,0,-0.152298,-0.006243,0,0.415572,0.029867,0.005664,0.025657,0.003492,-2.320841
0.066847,-0.01353,1,-1.002543,1.091873,1,4.975403,-0.257193,-0.022408,0.001075,-0.007187,-0.452645
-1.863147,0.982706,1,-0.094938,-0.99587,1,4.770213,-1.613416,5.6e-05,-0.004308,0.006323,-1.228066
0.694462,2.484894,1,0.350419,2.912917,1,6.211005,0.916568,0.00862,-0.003321,0.001265,-0.563806
1.015487,0.594649,1,1.215474,3.925147,1,5.574042,2.057272,-0.013435,0.003181,-0.015807,0.021821
0.126376,2.215438,0,0.211561,-0.495074,0,0.91206,-0.873795,0.007507,0.016216,-0.005314,-0.467154
1.400431,-0.313114,1,-1.379035,2.873607,1,5.315197,0.96268,0.003902,0.016341,-0.008955,-1.698185
-1.577752,0.36752,1,0.550865,-0.184141,0,-0.362312,-0.841994,0.011839,-0.00056,-0.009084,-1.189209
1.592796,-0.505715,1,-0.058614,2.103092,1,5.317224,0.132788,-0.006919,0.00253,-0.004765,0.73863
-0.981661,0.974426,1,1.567727,2.524466,1,5.097161,1.508012,0.009959,-0.006116,0.006135,-0.35903
-1.53084,1.681507,1,1.626775,0.349306,1,5.185308,-0.520439,0.001596,-0.005072,-0.006268,0.152356
-0.488312,0.976616,1,1.661771,1.226017,1,5.269249,-0.014686,0.017661,0.010463,0.002251,-0.437668
1.621086,2.128479,1,-0.364271,0.563742,0,1.388639,-1.801503,0.02786,0.016022,0.000612,0.121153
-0.270362,0.15225,1,2.187172,0.555849,1,5.027141,-0.664204,0.015383,-0.006973,-0.007791,-1.084109
-1.183512,1.126772,1,0.54826,-0.959341,0,0.05572,-1.906272,0.004805,0.00243,-0.003448,-1.455475
-1.545862,0.37396,0,1.823697,-0.218248,0,-0.337976,0.429178,0.02321,-0.002431,0.008648,0.075735
-0.356039,1.263106,0,-0.305303,0.853249,0,0.381387,0.831638,0.006035,0.008639,0.001498,0.439411
-2.245882,1.405165,1,-0.10128,0.283467,1,4.800049,-0.221635,-0.009079,-0.003885,0.005488,-1.602244
-1.551113,1.483825,0,0.471344,-0.202932,1,5.077949,0.285887,-0.000393,-0.019265,0.012725,-1.263908
1.292148,-0.169165,1,0.349195,1.556927,1,5.371958,-0.32573,0.007617,0.010037,0.004349,-0.851189
1.072344,0.011683,1,1.452129,2.549666,1,5.391708,0.740545,0.00826,-0.003035,-0.019207,0.931862
-0.379332,0.197141,0,-0.034812,-0.014122,1,4.940517,0.129462,-0.011253,-0.001994,0.002706,-0.124828
-0.716585,0.662548,0,1.361932,-2.214817,0,0.012224,-1.985663,-0.010935,0.004356,-0.006181,-2.01205
-0.192411,0.988615,0,0.929552,0.996048,1,5.336117,0.939981,-0.003413,0.003528,0.018103,-0.780946
2.097077,1.609518,1,-0.016075,2.116479,1,6.319714,-0.389543,0.005345,0.004561,0.003993,-0.933842
0.154056,0.05333,1,0.851994,0.127969,1,5.093924,-1.270379,0.006626,-0.016297,-0.005974,-1.861233
0.658818,-0.69959,0,-0.275948,-0.241373,0,-0.055119,-0.438934,0.001413,0.005563,0.005665,-0.792755
-0.453378,3.057172,1,2.547523,-0.343717,0,1.034043,-1.90207,-0.008344,-0.019091,0.000908,-0.978
-0.190023,-0.230024,1,-2.467015,-0.04882,0,-0.134553,-1.249889,0.017369,0.007696,-0.01718,-1.049596
0.396243,1.737753,1,0.87026,1.89556,1,5.812568,0.14295,-0.010721,0.011184,0.008631,-1.095344
-0.124825,0.932696,1,-1.567279,1.626032,1,5.306018,0.226712,0.013023,-0.013685,-0.004055,0.783431
-2.148297,1.152735,1,-0.02834,0.819218,1,4.751539,0.306439,0.007388,0.003284,0.014206,-1.051666
1.029621,0.899878,1,0.111709,1.921775,1,5.703092,0.00321,0.012803,0.010572,-0.001244,-0.638292
-0.866054,0.516587,0,1.704951,-1.011036,0,-0.08716,-0.692865,-0.004444,-0.00449,0.014393,-0.746728
1.860398,1.365401,1,-0.494835,2.308723,0,1.140533,-0.054459,-0.001427,0.006736,0.004249,-1.19298
0.435929,0.462842,1,1.505329,1.148485,1,5.352089,-0.437207,0.00055,-0.027854,0.009741,-0.608458
-0.179948,2.067732,1,-0.9815,-0.08684,0,0.741802,-1.625782,-0.004764,0.010982,-0.004918,-0.622612
0.188407,1.46987,1,1.543987,0.847001,1,5.665687,-0.772415,0.002253,0.0003,0.00353,-0.608206
-0.359418,1.501023,1,-0.277028,2.264817,0,0.482725,0.889541,0.015791,-0.002578,-0.017262,-1.547196
-0.737353,0.394306,1,0.270752,2.631491,1,4.903964,1.588294,-0.012968,0.00984,-0.00127,-0.894088
-0.043322,0.665074,0,-0.139062,0.728083,1,5.235717,0.651275,-0.006572,0.017293,-0.014845,0.072359
0.63407,-0.286484,1,1.47968,3.110635,1,5.116439,1.543698,-0.007657,0.004857,-0.01143,-0.86778
-0.71545,0.548413,0,1.285057,-0.159806,0,-0.021878,0.085389,-0.000944,0.016087,-0.008908,-0.526181
-0.873157,-0.135147,1,0.640819,2.647132,1,4.67173,1.742376,-0.001355,-0.015533,0.006604,-0.520926
-0.606409,2.214498,1,-0.954551,3.421147,1,5.6537,2.054488,0.007723,0.006659,-0.001474,-0.270568
0.701091,0.951965,1,-0.517705,0.04353,1,5.59137,-1.733469,0.000337,-0.00132,0.000314,-0.129312
1.20163,1.071926,1,-0.83126,2.24309,1,5.79903,0.221493,0.003029,-0.007882,-0.001746,-0.862114
0.111094,0.676282,0,-2.050826,0.234953,0,0.303885,0.08643,0.003984,-0.019287,0.010807,-1.599298
0.330394,1.099008,1,1.458635,1.205965,1,5.566356,-0.424104,0.002454,0.006118,4e-05,-1.906678
-0.880621,3.366307,1,-0.130507,1.901183,1,6.027315,0.491916,0.007033,0.008753,0.002488,0.329723
0.625835,0.601289,0,-0.141177,0.412412,1,5.435588,0.041125,-0.001223,0.01342,-0.005703,0.082287
0.300817,0.251016,0,1.693419,-0.562497,0,0.212893,-0.735449,0.016464,0.011765,0.011494,-0.038598
-0.961048,1.431122,0,-0.278672,-0.255237,0,0.267848,-0.026605,0.025416,-0.007717,0.012244,0.123241
-2.038592,-1.62429,1,-0.643154,1.364351,1,3.69373,1.204595,0.007062,0.012907,-0.000369,-0.849519
-1.47149,0.965386,0,-0.027429,-0.345341,0,-0.104106,0.182538,0.00228,0.013963,-0.005843,-1.312839
-0.920123,0.529716,1,-0.935352,1.606834,1,4.893343,0.626955,0.006246,-0.0026,-0.01616,-1.66837
0.911017,-0.090884,1,0.541673,1.443963,0,0.252298,-0.277053,-0.01101,0.000284,-0.008686,-1.777313
1.30194,1.409187,1,-0.176345,2.568112,1,5.974391,0.452064,0.001801,-0.009342,-0.021671,0.524196
-0.690438,0.955417,1,-0.309954,-0.063332,1,5.132696,-1.209215,-0.007313,0.014809,-0.009106,-1.181108
-0.658835,-0.90098,1,-0.396586,0.391229,1,4.430608,-0.49972,0.0051,-0.015118,0.00357,0.366896
0.010703,0.254899,1,0.091096,1.259851,1,5.097264,-0.102669,-0.007264,0.00535,-0.000504,-0.874849
-0.238773,-1.986842,0,0.280798,-1.672915,0,-0.855796,-1.276336,-0.003448,-0.005968,0.023233,-1.364204
0.680014,1.194698,1,-0.322658,0.972426,1,5.663634,-0.830217,-0.01872,-0.011079,-0.003711,-1.782328
-0.774108,1.184728,1,-0.161449,1.454279,1,5.192969,0.313112,-0.011732,-0.018747,-0.004491,-1.276117
0.698223,0.108147,1,0.115794,1.783131,1,5.2768,0.129832,0.003549,-0.002154,0.010628,0.730276
-0.490145,1.441542,0,0.014899,0.792989,1,5.392488,0.806365,-0.008688,-0.012646,-0.019269,-1.772173
0.603055,-0.38107,1,0.228393,0.938628,1,5.064205,-0.600511,0.010638,0.000564,-0.014818,1.428784
-0.52196,-0.065088,1,-0.479354,1.131929,1,4.78495,0.057602,-0.009539,0.017693,0.006638,-1.52857
-0.864015,1.318619,0,1.20191,-0.872774,0,0.23495,-0.671867,0.004533,0.001995,-0.001954,0.061987
1.661398,0.212762,0,0.294145,1.491102,1,5.625559,0.706129,-0.007619,0.019973,-0.001725,-0.833214
0.814307,0.838772,1,-0.30653,3.002716,1,5.591879,1.190746,0.003855,-0.009823,-0.009372,-1.008523
-2.042965,0.33778,1,0.541701,0.925702,1,4.456552,0.483325,-0.015348,-0.012809,0.002398,-1.959384
-0.697694,0.490498,0,0.122948,0.815658,1,4.960103,1.061194,-0.004532,-0.01027,-0.00808,-0.786356
0.954003,0.534205,1,-1.536509,1.863699,1,5.483602,0.0325,-0.008462,-0.000651,0.000727,-1.846249
-1.44758,0.194672,1,0.53827,1.497459,1,4.620136,0.805594,0.008832,0.027229,-0.011585,-2.36954
0.519758,1.203879,0,-0.822189,0.485965,1,5.628621,0.075418,0.004623,-0.016621,-0.001824,-0.568364
0.416136,0.273501,1,1.131745,0.524316,1,5.251939,-1.024928,-0.012326,0.006197,0.020249,-1.323386
-0.950067,0.917116,1,-0.044433,1.269203,1,5.042913,0.246721,-0.002032,-0.007,-0.004249,0.996386
-0.259737,0.172697,1,0.977387,0.232546,0,-0.025608,-0.995297,-0.007723,-0.002238,-0.001318,0.312059
-2.340938,-0.63287,1,-0.432902,2.505459,1,3.987232,2.339129,0.009503,-0.01258,-0.002025,1.009469
1.519512,1.813864,1,0.267246,1.939416,1,6.222639,-0.334088,0.012715,0.008791,0.001745,-1.368846
-0.560013,1.400956,0,1.407561,0.594061,1,5.374204,0.645038,-0.014416,-0.000439,0.004682,-0.551825
0.552893,3.190111,1,-0.0717,2.021971,0,1.432395,-0.012413,0.008267,0.010875,0.002572,-3.308634
0.362921,-0.142544,1,-0.3935,0.231128,0,0.055233,-1.233613,-0.008233,0.001752,0.002793,-0.969765
1.106961,0.692469,1,0.852358,0.025061,0,0.630215,-1.898523,-0.002529,-0.019316,-0.001808,-0.589465
-0.684223,0.772922,1,0.832979,1.871246,1,5.092744,0.749014,0.000323,0.010965,0.001003,-0.533915
-0.047097,1.890798,0,-0.351432,1.802231,1,5.732759,1.549341,0.018166,-0.02013,-0.00214,-0.730331
0.308189,0.394321,1,-1.788144,0.782969,1,5.211043,-0.734804,-0.010038,-0.018699,-0.018124,-0.62137
0.621622,-0.269613,1,-0.412706,-0.092959,1,5.09938,-1.656693,0.008347,-0.009172,0.026306,-3.401206
0.903434,2.109238,1,0.874677,1.711548,1,6.122688,-0.325163,-0.011715,-0.009039,0.007282,-0.431741
-0.728302,0.584779,1,-0.577717,0.137817,1,4.965759,-0.937117,-0.012406,0.01396,-0.009793,-0.204523
-0.915147,1.780073,1,0.186379,0.513191,1,5.397216,-0.650316,0.000285,-0.001712,0.002301,0.650062
1.109191,1.663627,1,-0.460168,2.675841,1,6.003402,0.610374,0.000217,0.012474,-0.013461,-0.319225
-2.287996,0.871539,0,-1.73485,-0.962569,0,-0.438997,-0.050463,-0.028323,-0.005679,-0.004942,-0.8187
1.319112,0.727115,1,-0.478164,1.195398,1,5.718417,-0.829508,0.011596,0.003176,-0.01482,0.416979
-0.553244,0.509864,1,0.870449,1.732027,1,5.012196,0.588501,-0.021391,0.00474,-0.000512,-3.045297
-0.255483,0.886236,0,-2.172935,0.67946,0,0.260039,0.666872,-0.001459,0.006961,-0.015814,-1.202912
-0.933263,1.764529,0,0.449484,-0.504715,0,0.394711,-0.337057,0.013276,-0.004649,0.003884,-1.453773
-0.299115,0.104989,1,-0.988752,1.338063,1,4.94634,0.137917,0.022092,-0.003779,0.006822,-0.722485
1.020218,1.010275,1,0.805759,2.450812,1,5.739624,0.520502,-0.00363,-0.002981,-0.00827,-2.886656
0.519943,-0.217202,1,0.911636,1.951287,1,5.088664,0.426103,-0.014329,-0.016524,0.001609,0.631673
0.241766,-0.092677,1,0.025369,1.457596,1,5.056549,0.040614,0.012905,-0.000839,-0.0088,-0.937773
-0.162047,0.87049,0,0.027649,1.485301,1,5.295172,1.432586,0.008652,-0.003837,0.005117,-0.369166
-1.69653,-1.058729,1,-0.609046,0.979737,0,-0.973642,0.582681,-0.00489,0.005801,-0.006886,-0.464872
-1.095057,2.961988,1,-1.148266,0.802608,1,5.767171,-0.450679,-0.006157,0.000913,0.00789,0.574527
-0.594121,-0.291631,0,1.89541,-0.756644,1,4.720012,-0.444669,-0.007174,0.013364,-0.018116,-2.549913
0.206756,0.86134,0,-0.667754,-0.339298,1,5.387373,-0.558086,-0.003446,0.000701,-0.01005,-0.575642
-0.181267,2.069647,0,1.765113,0.850054,0,0.75004,0.632121,0.003161,-0.005622,-0.011088,0.458215
0.732584,0.038524,0,-0.662183,-0.284638,0,0.249558,-0.622748,-0.00566,0.000577,0.002034,-0.785949
0.222707,-1.401268,1,0.722507,0.793616,0,-0.477293,-0.424899,-0.004396,0.007242,0.005551,-1.639232
-0.196569,0.456483,1,-0.94049,2.355701,1,5.102131,1.058022,0.006413,-0.017732,0.002806,-1.291853
2.024841,0.026609,1,0.720712,2.435258,1,5.673014,0.191632,-0.014824,-0.007152,-0.00509,-1.080905
0.155307,-1.374945,1,-0.12827,2.390272,1,4.509089,1.198533,-0.003759,-0.006942,-0.027951,-1.409013
-0.682862,1.186319,1,-0.115199,1.980875,1,5.21935,0.79806,-0.016759,0.00411,0.000387,-0.840774
1.609047,1.108523,1,0.80734,1.035161,1,5.975718,-1.176672,0.001084,0.005273,0.00788,0.820284
0.949492,2.043755,1,-0.271824,1.945985,1,6.083059,-0.102133,-0.019394,0.001012,0.026805,-1.285328
1.565168,-0.219393,0,-1.230831,1.668558,1,5.413509,0.989949,0.0089,-0.024786,-0.004244,-1.175637
-0.361852,-0.697707,1,0.958623,-0.16694,0,-0.403616,-1.222176,-0.013146,-0.016519,-0.006653,-0.228182
0.725389,0.494706,0,-0.948584,0.820725,1,5.395035,0.419711,-0.017726,-0.002389,0.003203,-0.862783
-1.703769,0.813086,1,0.713834,0.626048,0,-0.245519,-0.039236,-0.003636,-0.005015,-0.002562,-2.017148
0.533086,1.822779,1,1.170314,0.072269,0,0.902045,-1.754789,0.017111,5.4e-05,0.012754,-0.749151
-0.408644,2.311997,1,-0.178177,1.590226,1,5.770506,0.119659,0.007112,-0.004694,-0.008082,-0.786854
-1.605978,2.115908,1,1.37967,0.061183,1,5.304448,-0.837468,-0.019223,0.015316,-0.002488,0.287715
0.78168,1.177973,1,0.679101,0.678711,1,5.714563,-1.167652,-0.013431,-0.022939,0.008762,-1.660115
-2.061051,1.700928,0,-0.498544,-0.679648,0,-0.017094,0.009141,-0.003956,0.003026,0.003084,0.294356
-2.163627,0.260936,1,1.598746,-1.554391,0,-0.585396,-1.930853,0.022384,0.00828,0.011612,-0.785794
0.111556,1.069824,1,-0.944355,0.852215,1,5.42624,-0.67429,-0.00939,0.007015,-0.004366,-1.795905
0.320428,-0.289861,1,-0.179383,3.975258,1,4.97946,2.551174,-0.009309,0.007873,0.012633,-1.996741
0.719604,0.964114,1,-0.008998,2.437388,1,5.626669,0.650222,0.015274,0.009311,-0.016638,1.246426
0.491043,0.990076,0,0.802541,-0.514925,0,0.548683,-0.881425,0.001949,-0.00604,-0.016238,-0.847879
1.225739,2.623558,0,1.31275,2.341089,1,6.459219,1.404166,0.01053,-0.011015,0.01279,0.248541
0.449323,0.672446,1,1.250109,0.630133,1,5.425525,-0.992044,-0.007271,-0.020347,7.3e-05,-2.396082
-0.383219,0.991472,1,0.421065,0.736865,1,5.267508,-0.553695,-0.001016,-0.003626,0.009208,1.949732
-0.324531,1.13839,1,-0.082952,0.189658,1,5.348693,-1.148851,0.013156,-0.007775,0.000995,0.205282
-0.533141,0.446609,0,-1.628667,0.078868,1,4.967134,0.25608,-0.001448,0.011616,-7e-05,-0.943403
0.044558,0.098936,1,-1.116829,2.723892,1,5.043402,1.36863,0.011231,-0.002876,-0.01328,-0.994129
-1.348266,2.20024,1,1.963972,0.028854,0,0.41898,-0.999006,0.003873,-0.010304,-0.000268,0.046635
0.090002,-0.079488,0,-1.638755,-2.031121,0,-0.011853,-2.060443,-0.010396,-0.011885,0.013616,-0.010781
-0.337334,-0.426489,1,-0.587174,2.196673,1,4.712039,1.090967,-0.000163,0.019888,0.000567,-0.505434
0.024715,1.581694,0,1.341923,1.79445,1,5.659344,1.553801,0.009814,-0.000221,0.006821,-0.677084
0.027803,2.059244,1,0.40703,-0.363072,1,5.825721,-1.99508,0.006694,-0.007815,0.006544,-0.126896
-2.703185,0.450019,1,1.125362,0.619038,1,4.309709,0.460054,-0.000403,0.00124,-0.010127,-2.429667
-1.152214,0.465376,1,0.740145,1.091705,1,4.798492,0.226505,-0.018917,0.018969,0.008571,-1.059238
-0.359549,1.183973,0,1.6669,-0.778935,1,5.356729,-0.787475,-0.01796,-0.003897,-0.003137,-2.334827
-0.306405,0.193576,0,0.492744,-1.505354,0,-0.040886,-1.394356,-0.015833,0.00687,-0.002597,-0.083371
0.008469,0.119716,1,0.860765,2.333647,1,5.060485,0.99175,-0.005104,0.011865,0.020977,-1.363777
0.051428,1.781022,1,-0.52693,1.781445,1,5.697062,0.179071,-0.003771,-0.018914,0.005973,-2.259541
1.265313,1.50856,1,0.78365,2.368264,1,6.002578,0.254426,-0.014754,-0.006384,-0.006385,-1.48175
0.061538,2.212588,0,-0.198809,-0.272892,1,5.888672,-0.621769,0.010225,0.010611,0.000645,-0.538607
-0.563944,-0.35116,1,-0.255789,0.211865,0,-0.33436,-0.801909,-0.012638,-0.006993,0.000366,-0.893191
-1.850043,0.398967,1,1.092041,-1.916153,0,-0.464888,-2.454974,-0.013706,0.004146,0.016861,-1.86112
-1.61951,1.182609,1,1.09894,0.529102,0,-0.06941,-0.228028,0.000882,-0.007585,0.000395,-2.392832
0.284572,-0.024192,0,1.885759,1.564485,0,0.093623,1.438826,0.009739,-0.004456,0.02208,-0.61403
0.809527,1.543116,0,1.82058,-0.298973,0,0.887171,-0.890254,0.020549,-0.005674,-0.012967,-1.268731
1.290451,2.126056,1,1.114632,0.692404,0,1.257248,-1.522415,0.005825,0.006367,-0.000324,-0.946044
-1.078813,0.318071,1,-1.523129,1.312814,1,4.757364,0.435665,0.015798,0.002016,-0.007629,-0.847648
-0.554784,0.940021,0,2.024998,0.504616,0,0.172193,0.62008,-0.012121,0.000989,-0.004948,-0.257897
-0.008586,2.357048,1,1.115285,1.072783,1,5.958021,-0.585906,0.021597,0.025075,-0.004731,0.158984
1.796479,2.700701,1,-0.568543,2.179095,0,1.622607,-0.348764,-0.018615,0.017397,-0.007113,-0.541454
-0.136059,1.64723,0,0.926226,0.441083,0,0.592095,0.263903,-0.005038,-0.019812,0.017302,-1.008426
1.300343,1.494858,1,-0.839949,1.972201,1,5.998582,-0.155549,0.005607,-0.004434,0.014226,-0.663199
-0.080947,0.047692,1,0.815947,2.290992,1,4.991316,1.000129,-0.016052,0.024265,0.004026,-1.0272
0.902325,1.260638,1,-1.118953,4.350357,1,5.756706,2.437243,-0.009271,-0.005746,-0.004744,-2.330516
0.77566,1.45825,0,-0.610901,-1.145565,1,5.800118,-1.709164,-0.010859,0.020877,-0.006832,0.403983
-0.084832,0.691059,1,0.907246,2.612178,1,5.255358,1.229755,-0.003102,-0.004263,0.007418,0.215476
-1.271303,0.306653,0,1.270204,-0.427306,1,4.740698,0.10526,0.014216,-0.00234,0.003002,1.300371
-0.520014,-0.379869,1,0.522754,2.417751,1,4.691487,1.388201,0.000168,0.008636,-0.001448,1.592536
1.238125,-0.836301,1,-0.088852,2.48572,1,5.073857,0.724355,-0.004631,-0.000902,0.005412,-1.863983
0.626905,-1.046455,1,-1.917549,1.514605,1,4.732998,0.061156,-0.028843,0.004946,0.008911,-1.023363
-0.68457,1.480872,0,-0.011704,0.664101,1,5.356916,0.760023,0.004668,0.015749,-0.00154,1.823577
-0.593229,1.049128,1,0.730802,0.809444,1,5.235846,-0.394156,0.0079,0.007588,-0.007873,-0.728514
-1.981793,0.417618,0,-0.119448,-1.613264,0,-0.504116,-0.774301,-0.017,0.001415,-0.013211,-0.443752
1.193419,0.569973,1,0.174739,2.755922,1,5.615983,0.810863,-0.00067,0.016735,0.002506,-2.209093
0.635144,1.1119,1,0.0117,0.925937,0,0.643375,-0.844328,0.00193,0.008767,0.021672,-0.537674
-0.387998,0.736866,1,-0.124389,1.893832,1,5.167164,0.642373,0.009646,-0.007335,-0.011107,1.243977
-0.050786,-0.439124,0,0.273194,-0.056001,1,4.810154,0.030748,-0.007248,0.019801,0.010995,0.598663
-2.421786,1.814429,1,-0.075378,-1.844818,0,-0.095955,-2.329442,-0.008754,0.006424,-0.006756,-1.297948
-0.737634,1.205555,1,1.640607,0.586361,1,5.254067,-0.574382,-0.004565,-0.002137,-0.00474,-1.084279
1.083526,1.167327,1,-2.009102,2.316665,1,5.785158,0.334838,0.012844,-0.020208,0.009149,-1.818863
0.730627,1.738992,0,-0.348526,0.17788,0,0.927502,-0.406001,0.010438,-0.013776,-0.002553,-1.539126
0.079781,0.087784,1,-0.672939,-1.177099,1,5.047503,-2.546732,-0.000213,0.017001,0.002483,-2.598175
-0.265638,2.11516,0,0.416428,1.506989,1,5.754968,1.32075,0.010198,0.017397,0.002291,-0.772783
0.545485,0.761386,1,0.274462,1.848101,1,5.45696,0.169375,-0.023687,0.000853,-0.006739,0.822148
-0.532305,1.790028,1,1.81951,1.782463,0,0.530756,0.443739,0.007917,-0.017702,0.008951,-0.332531
-1.915613,1.635878,1,2.148459,0.215201,0,-0.00198,-0.473276,-0.011188,-0.01087,-0.000616,0.678276
-0.257119,-0.137373,0,-0.575766,0.394856,1,4.869026,0.53149,0.01767,-0.016238,-0.013885,0.385286
0.152199,1.404329,0,0.197817,2.107607,1,5.590093,1.83482,-0.010642,-0.016601,-0.008925,-1.234771
0.871758,1.227704,1,0.393621,1.15939,1,5.763013,-0.735073,-0.008528,0.020268,-0.031167,-1.44747
-1.692116,0.931741,1,-0.600497,2.354798,1,4.802507,1.667013,0.005624,0.020599,0.00052,-1.409148
-0.373831,0.807057,1,0.825699,1.666635,1,5.213948,0.398564,0.00659,-0.011208,0.013041,-2.405025
-0.326224,0.815536,1,-0.04219,0.421477,0,0.206296,-0.869433,-0.004463,-8.7e-05,-0.010471,-0.655633
-1.352172,1.714118,1,-0.870318,3.167964,1,5.2118,2.212391,0.003714,-0.012848,0.005855,-3.592427
0.236753,1.47934,1,-0.082251,2.034374,1,5.657376,0.39164,0.004954,-0.000152,0.004306,-0.096547
0.496448,0.931908,1,-0.800358,2.357681,1,5.514739,0.676479,0.003931,0.016393,-0.007519,-0.616082
-0.541612,-0.590507,1,1.233964,0.719841,0,-0.411693,-0.269352,-0.004046,0.010787,0.015365,-0.216523
1.804173,1.395872,1,2.098876,1.545755,1,6.179881,-0.796327,0.005052,0.008087,-0.002727,0.369053
-0.57028,1.625043,0,0.442136,0.144681,1,5.468482,0.167813,0.014064,-0.001942,0.020103,-0.489168
-0.697603,3.201839,1,0.308594,3.049947,1,6.012211,1.581464,-0.012255,0.01262,-0.016357,0.943609
-0.726591,1.976862,1,0.349752,0.967978,0,0.523523,-0.30966,-0.008401,0.006467,-0.002691,-0.066017
-1.066419,-0.997747,0,1.379551,-0.655528,1,4.287807,-0.026751,0.000273,0.004039,-0.001503,-1.44509
-0.809945,0.979858,1,1.358016,2.551512,0,0.105606,1.456328,-0.010562,-0.001154,-0.000406,-0.925674
-1.685009,2.712804,1,0.081663,0.649034,1,5.487882,-0.300327,-0.018034,0.003184,0.007163,-2.949254
-0.442453,1.524978,1,0.449907,1.851337,1,5.468425,0.510276,0.010931,0.002883,0.033981,-1.590153
-0.193446,1.230081,1,0.849963,2.28866,0,0.393511,0.877351,-0.022288,-0.005414,0.004551,-1.068959
-2.533722,1.801658,1,-0.94037,0.235182,1,4.849428,-0.196781,-0.004024,-0.007749,0.000242,-0.141689
-0.35287,0.279051,1,1.409925,1.510834,0,0.000602,0.309838,0.007589,-0.009969,-0.010962,-1.438324
-0.208786,1.379519,0,1.932149,0.766439,1,5.507957,0.661103,0.002667,-0.009329,-0.018901,-1.934227
0.263669,0.650961,1,1.362349,1.133876,1,5.361787,-0.400915,-0.003872,-0.001881,0.011703,-2.575495
0.953715,0.881806,1,-1.048277,2.697255,1,5.625591,0.815765,-0.010974,-0.003527,-0.005468,-1.284381
0.600434,1.729884,1,-1.772683,1.297166,0,0.874264,-0.546986,0.003439,-0.006207,0.026042,1.262889
-0.871284,-0.025284,1,0.906036,0.246454,0,-0.305422,-0.675088,-0.009884,-0.006948,0.008682,-0.416856
-0.987332,2.189411,1,-0.562872,-0.336923,0,0.531895,-1.527041,0.002659,0.002919,0.003416,0.251616
0.328584,0.478617,0,0.48445,-0.284892,1,5.304716,-0.503462,0.001409,0.013776,0.003941,-1.588017
-0.7982,1.162092,1,1.732466,0.311446,1,5.225076,-0.815503,0.00151,-0.000109,0.00404,-2.261413
-1.478974,-0.499079,1,-0.459638,0.17611,0,-0.685785,-0.400874,-0.006403,-0.000763,-0.006946,-1.90904
2.123222,1.621266,1,-0.180238,3.131585,1,6.344784,0.611993,0.02035,-0.009349,-0.017515,-0.785094
-0.561644,2.347933,1,0.47404,-0.319342,1,5.743063,-1.725674,0.003582,-0.002231,-0.005507,-2.682092
-0.877444,0.386787,0,-1.100193,-2.316839,1,4.839524,-1.974671,-0.002787,0.011903,-0.000184,-1.694553
-2.44305,-0.208794,1,-0.560539,-0.567584,1,4.109708,-0.749079,0.002643,0.010375,-0.006478,-1.274324
0.600482,1.179412,1,0.222175,2.225556,1,5.652812,0.46123,-0.007745,0.00968,-0.012861,-2.008888
-1.238856,2.35624,1,-0.103138,1.389015,1,5.505957,0.288865,-0.003863,0.009359,-0.007482,-2.811646
-0.222299,-0.548428,0,0.805725,-0.945516,0,-0.262634,-0.765062,0.023919,0.004367,0.010357,-0.398309
0.717703,-0.204879,1,2.963297,2.786144,1,5.203511,1.169408,-0.007674,0.004012,0.007482,-0.642092
-1.223189,0.447239,1,0.296455,0.171943,1,4.777958,-0.65841,-0.000778,0.002448,0.001714,0.091067
-0.171438,0.081085,0,-0.644395,0.3964,1,4.958709,0.462454,-0.004561,-0.004169,0.005871,-1.798389
1.272867,0.084244,1,1.615557,1.547878,1,5.470142,-0.362786,-0.010396,0.000837,-0.011319,0.07196
-2.707667,-1.192692,1,-1.391501,-0.95011,1,3.62558,-0.868776,0.004211,0.002156,-0.007954,0.841341
-1.061426,1.490486,1,-1.191591,0.450038,1,5.210623,-0.605067,0.000365,0.006332,0.00311,-0.425748
-1.155462,1.24015,1,-0.397786,1.71011,1,5.10592,0.734,0.00911,0.001003,-0.010045,-1.297899
-0.437825,-0.79742,1,-0.08557,1.367313,1,4.552271,0.361025,0.008106,0.021052,0.001084,-0.542882
-0.298711,2.358625,1,-0.421756,2.495332,1,5.822037,0.968103,0.009007,-0.012098,-0.012625,-1.34575
-1.312183,2.582521,1,0.165805,1.460676,0,0.56669,0.360986,-0.009182,0.007545,-0.016496,-1.512247
-0.905293,0.150523,1,0.472059,-0.679563,0,-0.231787,-1.611169,0.00641,-0.000412,0.007361,-0.004703
-1.024145,2.067978,1,1.266277,3.270209,1,5.500299,2.114415,0.006653,2.1e-05,0.01027,-0.827013
-0.601709,0.328431,1,0.288505,1.470379,0,-0.079553,0.375169,-0.010211,-0.008126,-0.006308,0.517133
-0.032697,1.082546,0,-0.364629,0.656858,1,5.400992,0.514672,-0.003186,0.010193,-0.015205,-1.130386
0.659644,0.065667,1,1.211962,1.252788,1,5.250085,-0.376838,-0.014561,0.006528,-0.022084,-1.029138
0.804411,3.115681,1,-0.620398,3.250931,1,6.472642,1.113178,0.006696,0.008336,0.01842,-1.254474
0.402714,0.605412,1,-1.435286,0.49819,0,0.37456,-1.093108,0.00665,0.001692,0.001114,-1.808146
